code,label,state,scrape_status,smarthub_host,portal_url,notes
coffeyville,Coffeyville Municipal Light & Power,KS,in-progress,,https://www.coffeyville.com/166/Electric,One of largest municipal utilities in Kansas. No SmartHub (checked Jun 2026). Likely bespoke portal — adapter needs live login. Manual upload meanwhile.
burlington,City of Burlington Electric Department,KS,in-progress,,https://burlingtonkansas.gov/city-departments-services/electric/,Kansas Power Pool member. No SmartHub (checked Jun 2026). Manual upload until portal confirmed.
chanute,City of Chanute Electric Department,KS,in-progress,,,Kansas municipal utility. No SmartHub or public customer portal found (Jun 2026). Manual upload until confirmed otherwise.
wellington_muni,City of Wellington Electric Department,KS,in-progress,,,Kansas Power Pool member. No SmartHub (checked Jun 2026). Manual upload until portal confirmed.
winfield,City of Winfield Electric Department,KS,in-progress,,,Kansas Power Pool member. No SmartHub (checked Jun 2026). Manual upload until portal confirmed.
augusta,City of Augusta Electric Department,KS,in-progress,,,Kansas Power Pool member. No SmartHub (checked Jun 2026). Manual upload until portal confirmed.
independence,City of Independence Light & Power,KS,in-progress,,,Major municipal utility in southeast Kansas. No SmartHub (checked Jun 2026). Manual upload until portal confirmed.
mcpherson,City of McPherson Electric Department,KS,live,mcphersonpower.smarthub.coop,https://mcphersonpower.smarthub.coop,"Municipal utility, Kansas Municipal Utilities member. No SmartHub (checked Jun 2026). Manual upload until portal confirmed. SmartHub host auto-discovered + siteName-verified ('McPherson Board of Public Utilities') Jul 2026."
iola,City of Iola Electric Department,KS,in-progress,,,Kansas municipal utility. No SmartHub (checked Jun 2026). Manual upload until portal confirmed.
ottawa,City of Ottawa Electric Department,KS,in-progress,,,Kansas municipal utility. No SmartHub (checked Jun 2026). Manual upload until portal confirmed.
gardner,City of Gardner Energy,KS,in-progress,,https://www.gardnerkansas.gov,"Municipal utility serving Gardner, KS. No SmartHub (checked Jun 2026). Manual upload until portal confirmed."
ks_ark_valley,Ark Valley Electric Cooperative Association,KS,live,arkvalley.smarthub.coop,https://arkvalley.smarthub.coop,"NISC SmartHub portal — extension scrapes billing + usage. siteName 'Ark Valley Electric Cooperative' + own site arkvalley.com (South Hutchinson, KS) links this host — verified Jul 2026. kWh unverified on a real generation meter; verify before trusting reports."
