code,label,state,scrape_status,smarthub_host,portal_url,notes
oh_seorec,Southeastern Ohio Electric Cooperative,OH,in-progress,,,Electric cooperative serving southeast OH. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_unionrec,Union Rural Electric Cooperative,OH,live,ure.smarthub.coop,https://ure.smarthub.coop,Confirmed live SmartHub host via discovery sweep 2026-07-09. Electric cooperative. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_cpp,Cleveland Public Power,OH,in-progress,,https://cpp.cityofcleveland.org,"Municipal electric utility serving Cleveland. CPP customer portal — bespoke, not SmartHub. Adapter needs live login. Manual upload meanwhile."
oh_columbus,City of Columbus (Division of Power & Water),OH,in-progress,,https://www.columbus.gov/utilities,"Columbus municipal electric utility. City portal — bespoke, not SmartHub. Adapter needs live login. Manual upload meanwhile."
oh_bryan,Bryan Municipal Utilities,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_cuyahoga_falls,Cuyahoga Falls Electric,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_napoleon,Napoleon Municipal Electric,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_niles,Niles Municipal Electric,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_oberlin,Oberlin Municipal Light & Power,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_painesville,Painesville Municipal Electric,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_piqua,Piqua Municipal Power System,OH,live,piquaoh.smarthub.coop,https://piquaoh.smarthub.coop,Confirmed live SmartHub host via discovery sweep 2026-07-09. Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_stmarys,St. Marys Municipal Electric,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_wadsworth,Wadsworth Electric,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
oh_westerville,Westerville Electric,OH,in-progress,,,Municipal electric utility. No SmartHub host found (Jun 2026). Manual upload until portal confirmed.
