code,label,state,scrape_status,smarthub_host,portal_url,notes
eaton_rapids,Eaton Rapids Electric,MI,in-progress,,,Eaton Rapids muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
harbor_springs,Harbor Springs Electric,MI,in-progress,,,Harbor Springs muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
lowell,Lowell Light & Power,MI,in-progress,,,Lowell muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
niles,Niles Utilities Department,MI,in-progress,,,Niles muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
paw_paw,Paw Paw Electric,MI,in-progress,,,Paw Paw muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
petoskey,Petoskey Department of Public Works,MI,in-progress,,,Petoskey muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
portland,Portland Electric Department,MI,in-progress,,,Portland muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
sebewaing,Sebewaing Light & Water,MI,in-progress,,,Sebewaing muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
south_haven,South Haven Electric,MI,in-progress,,,South Haven muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
st_louis,St. Louis Electric,MI,in-progress,,,St. Louis muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
sturgis,Sturgis Electric,MI,in-progress,,,Sturgis muni. MPPA member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
coldwater,Coldwater Board of Public Utilities,MI,in-progress,,,Coldwater muni. MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
croswell,Croswell Municipal Light & Power,MI,in-progress,,,Croswell muni. MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
dowagiac,Dowagiac Electric,MI,in-progress,,,Dowagiac muni. MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
escanaba,Escanaba Electric,MI,in-progress,,,Escanaba muni. MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
hillsdale,Hillsdale Board of Public Utilities,MI,in-progress,,,Hillsdale muni. MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
marshall,Marshall Electric Department,MI,in-progress,,,Marshall muni. MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
mi_newberry,Newberry Water & Light,MI,in-progress,,,Newberry muni (MI). MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
mi_union_city,Union City Electric,MI,in-progress,,,Union City muni (MI). MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
mi_wakefield,Wakefield Electric,MI,in-progress,,,Wakefield muni (MI). MPPA associate member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
baraga,Village of Baraga,MI,in-progress,,https://villageofbaraga.com/utilities/,"Baraga muni (Upper Peninsula). WPPI Energy member, uses WPPI MyAccount portal. Adapter needs live login. Manual upload meanwhile."
lanse,Village of L'Anse,MI,in-progress,,,L'Anse muni (Upper Peninsula). WPPI Energy member. No SmartHub host or customer portal found (Jun 2026). Manual upload until portal confirmed.
crystal_falls,City of Crystal Falls,MI,in-progress,,https://crystalfalls.org/electric,"Crystal Falls muni (Upper Peninsula). WPPI Energy member, uses WPPI MyAccount portal. Adapter needs live login. Manual upload meanwhile."
gladstone_mi,City of Gladstone,MI,in-progress,,https://myaccount.gladstonemi.org,Gladstone muni (Upper Peninsula). Proprietary MyAccount portal at myaccount.gladstonemi.org. Adapter needs live login. Manual upload meanwhile.
