code,label,state,scrape_status,smarthub_host,portal_url,notes
clayton,Village of Clayton Electric Department,NY,in-progress,,,Clayton Electric — Jefferson County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
frankfort,Village of Frankfort Electric Department,NY,in-progress,,,Frankfort Electric — Herkimer County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
ilion,Village of Ilion Electric Department,NY,in-progress,,,Ilion Electric — Herkimer County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
lakeplacid,Village of Lake Placid Electric Department,NY,in-progress,,,Lake Placid Electric — Essex County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
lyons,Village of Lyons Electric Department,NY,in-progress,,,Lyons Electric — Wayne County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
ny_norwood,Village of Norwood Electric Department,NY,in-progress,,,Norwood Electric — St. Lawrence County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
potsdam,Village of Potsdam Electric Department,NY,in-progress,,,Potsdam Electric — St. Lawrence County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
salamanca,City of Salamanca Electric Department,NY,in-progress,,,Salamanca Electric — Cattaraugus County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
tupperlake,Village of Tupper Lake Electric Department,NY,in-progress,,,Tupper Lake Electric — Franklin County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
waddington,Village of Waddington Electric Department,NY,in-progress,,,Waddington Electric — St. Lawrence County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
ny_westfield,Village of Westfield Electric Department,NY,in-progress,,,Westfield Electric — Chautauqua County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
solvay,Village of Solvay Electric Department,NY,in-progress,,,Solvay Electric — Onondaga County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
sherburne,Village of Sherburne Electric Department,NY,in-progress,,,Sherburne Electric — Chenango County municipal. No SmartHub host or public portal found (Jun 2026). Manual PDF upload meanwhile.
