code,label,state,scrape_status,smarthub_host,portal_url,notes
eweb,Eugene Water & Electric Board (EWEB),OR,in-progress,,https://www.eweb.org,"Municipal utility serving Eugene (~86K customers, electric and water). Bespoke portal, adapter needs live login. Manual PDF upload meanwhile."
springfield_ub,Springfield Utility Board (SUB),OR,in-progress,,,"Municipal utility serving Springfield (electric and water). No SmartHub, bespoke portal. Manual PDF upload until portal confirmed."
ashland,City of Ashland,OR,in-progress,,,"Municipal utility (electric, water, wastewater). No SmartHub found. Manual PDF upload until portal confirmed."
bandon,City of Bandon,OR,in-progress,,,Municipal electric utility. No SmartHub found. Manual PDF upload until portal confirmed.
cascade_locks,City of Cascade Locks,OR,in-progress,,,Municipal electric utility. No SmartHub found. Manual PDF upload until portal confirmed.
drain,City of Drain,OR,in-progress,,,Municipal electric utility. No SmartHub found. Manual PDF upload until portal confirmed.
forest_grove,Forest Grove Light & Power,OR,in-progress,,,Municipal electric utility (City of Forest Grove). No SmartHub found. Manual PDF upload until portal confirmed.
hermiston_energy,Hermiston Energy Services,OR,live,hermistonenergy.smarthub.coop,https://hermistonenergy.smarthub.coop,Municipal electric utility. No SmartHub found. Manual PDF upload until portal confirmed. SmartHub host auto-discovered + siteName-verified ('Hermiston Energy Services') Jul 2026.
mcminnville_or,McMinnville Water & Light,OR,in-progress,,,Municipal utility (electric and water). No SmartHub found. Manual PDF upload until portal confirmed.
milton_freewater,City of Milton-Freewater,OR,in-progress,,,Municipal electric utility. No SmartHub found. Manual PDF upload until portal confirmed.
monmouth,Monmouth Power & Light,OR,in-progress,,,Municipal electric utility (City of Monmouth). No SmartHub found. Manual PDF upload until portal confirmed.
