code,label,state,scrape_status,smarthub_host,portal_url,notes
wwvremc,Whitewater Valley REMC,IN,live,wwvremc.smarthub.coop,https://wwvremc.smarthub.coop,NISC SmartHub portal (wwvremc.smarthub.coop verified Jun 2026) — extension scrapes billing + usage. kWh unverified on a real generation meter; verify before trusting reports.
jasper,Jasper Municipal Electric,IN,live,jasper.smarthub.coop,https://jasper.smarthub.coop,NISC SmartHub portal (jasper.smarthub.coop verified Jun 2026) — extension scrapes billing + usage. kWh unverified on a real generation meter; verify before trusting reports.
lebanon,Lebanon Utilities,IN,live,lebanonutilities.smarthub.coop,https://lebanonutilities.smarthub.coop,NISC SmartHub portal (lebanonutilities.smarthub.coop verified Jun 2026) — extension scrapes billing + usage. kWh unverified on a real generation meter; verify before trusting reports.
boone,Boone REMC,IN,in-progress,,,Boone County REMC — electric co-op. No SmartHub host found (tried boone/booneremc/boonecountyremc). Manual PDF upload until portal confirmed.
clark,Clark County REMC,IN,in-progress,,,Clark County REMC — electric co-op. No SmartHub host found (tried clarkcounty/ccremc/clarkco/clarkecounty). Manual PDF upload until portal confirmed.
delmadison,Delaware-Madison County REMC,IN,in-progress,,,"Delaware-Madison County REMC — electric co-op. No SmartHub host found (tried delawaremadison/dmcremc/delmadisonremc). Note: dmcremc and dmremc are ambiguous, dmremc confirmed as Daviess-Martin. Manual PDF upload until portal confirmed."
fulton,Fulton County REMC,IN,in-progress,,,Fulton County REMC — electric co-op. No SmartHub host found (tried fulton/fultoncounty/fultonremc/fultoncremc). Manual PDF upload until portal confirmed.
harrison,Harrison REMC,IN,in-progress,,,Harrison County REMC — electric co-op. No SmartHub host found (tried harrison/harrisonremc/harrisonco). Manual PDF upload until portal confirmed.
kosciusko,Kosciusko REMC,IN,in-progress,,,Kosciusko County REMC — electric co-op. No SmartHub host found (tried kosciusko/kremc/kosciuskoremc). Manual PDF upload until portal confirmed.
northeastern,Northeastern REMC,IN,in-progress,,,Northeastern REMC — electric co-op. No SmartHub host found (tried northeastern/neremc/northeasternremc). Manual PDF upload until portal confirmed.
orange,Orange County REMC,IN,in-progress,,,Orange County REMC — electric co-op. No SmartHub host found (tried orange/orangecounty/orangecountyremc/ocremc/orangeco). Manual PDF upload until portal confirmed.
parke,Parke County REMC,IN,in-progress,,,Parke County REMC — electric co-op. No SmartHub host found (tried parke/parkecounty/parkeremc/parkeco). Manual PDF upload until portal confirmed.
sciremc,South Central Indiana REMC,IN,in-progress,,,South Central Indiana REMC — electric co-op. No SmartHub host found (tried southcentral/sciremc/southcentralindiana). Manual PDF upload until portal confirmed.
udwi,Utilities District of Western Indiana REMC,IN,in-progress,,,Utilities District of Western Indiana REMC — electric co-op. No SmartHub host found (tried udwi/utilitiesdistrict/westernindiana/wiredmc). Manual PDF upload until portal confirmed.
warren,Warren County REMC,IN,in-progress,,,Warren County REMC — electric co-op. No SmartHub host found (tried warren/warrencounty/warrenremc/warrencountyremc/warrenco). Manual PDF upload until portal confirmed.
white,White County REMC,IN,in-progress,,,White County REMC — electric co-op. No SmartHub host found (tried white/whitecounty/whitecountyremc/whiteremc/whiteco). Note: whitecountyremc.smarthub.coop returned 404 (not 000) suggesting possible misconfiguration. Manual PDF upload until portal confirmed.
anderson,Anderson Municipal Light & Power,IN,in-progress,,https://www.cityofanderson.com/,"Anderson Municipal Light & Power — city-owned municipal utility. No SmartHub host found (tried anderson/andersonmunicipal/andersonpl). Manual PDF upload until portal confirmed."
crawfordsville,Crawfordsville Electric Light & Power,IN,in-progress,,,"Crawfordsville Electric Light & Power — municipal utility. No SmartHub host found (tried crawfordsville/crawfordsvilleelectric/crawfordsvillepl). Manual PDF upload until portal confirmed."
flora,Flora Municipal Electric,IN,in-progress,,,Flora Municipal Electric — municipal utility. No SmartHub host found (tried flora/floramunicipal). Manual PDF upload until portal confirmed.
frankfort_in,Frankfort Municipal Electric,IN,in-progress,,,Frankfort Municipal Electric — municipal utility. No SmartHub host found (tried frankfort/frankfortelectric/frankfortpl). Manual PDF upload until portal confirmed.
greenfield,Greenfield Power & Light,IN,in-progress,,,Greenfield Power & Light — municipal utility. No SmartHub host found (tried greenfield/greenfieldpower/greenfieldpl). Manual PDF upload until portal confirmed.
logansport,Logansport Municipal Utilities,IN,in-progress,,,Logansport Municipal Utilities — municipal utility. No SmartHub host found (tried logansport/logansportmunicipal/logansportutil). Manual PDF upload until portal confirmed.
mishawaka,Mishawaka Utilities,IN,in-progress,,https://www.mishawakautilities.com/,"Mishawaka Utilities — municipal utility. No SmartHub host found (tried mishawaka/mishawakautilities/mishawakautility). Manual PDF upload until portal confirmed."
peru,Peru Municipal Light & Power,IN,in-progress,,,Peru Municipal Light & Power — municipal utility. No SmartHub host found (tried peru/perumunicipal/perupl). Manual PDF upload until portal confirmed.
richmond,Richmond Power & Light,IN,in-progress,,https://www.ci.richmond.in.us/,"Richmond Power & Light — municipal utility. No SmartHub host found (tried richmond/richmondpower/richmondpl). Manual PDF upload until portal confirmed."
washington_in,Washington City Utilities,IN,in-progress,,,Washington City Utilities — municipal utility. No SmartHub host found (tried washington/washingtonin/washingtonutil). Manual PDF upload until portal confirmed.
winona_lake,Winona Lake Town Light & Power,IN,in-progress,,,Winona Lake Town Light & Power — municipal utility. No SmartHub host found (tried winonalake/winonalakeutilities). Manual PDF upload until portal confirmed.
